firstimage,secondimage,rmse,psnr,fsim,ssim,uiq,sam,sre
08_Grayscaled.jpg,20_SimilarImage.jpg,0.023114599,32.72227291,0.359278663,0.715883528,0.005535037,89.099391,43.66195884
20_SimilarImage.jpg,08_Grayscaled.jpg,0.023114599,32.72227291,0.359278663,0.715883528,0.005535037,89.099391,45.10521635
08_Grayscaled.jpg,12_Rotated.jpg,0.023162777,32.70418647,0.391425692,0.669834569,0.021140774,89.0199024,43.68713337
12_Rotated.jpg,08_Grayscaled.jpg,0.023162777,32.70418647,0.391425692,0.669834569,0.021140774,89.0199024,43.6706332
12_Rotated.jpg,17_SimilarImage.jpg,0.023172269,32.70062927,0.343095914,0.648850413,-0.012370274,88.41527635,43.53967172
17_SimilarImage.jpg,12_Rotated.jpg,0.023172269,32.70062927,0.343095914,0.648850413,-0.012370274,88.41527635,40.85076866
08_Grayscaled.jpg,18_SimilarImage.jpg,0.023173427,32.70019535,0.35381043,0.657906823,-0.006584743,87.48618359,43.6528182
18_SimilarImage.jpg,08_Grayscaled.jpg,0.023173427,32.70019535,0.35381043,0.657906823,-0.006584743,87.48618359,41.17857868
01_ObjectsDiff.jpg,15_SimilarImage.jpg,0.023194114,32.69244436,0.351292591,0.69006555,-0.004351144,89.33380387,43.82044544
15_SimilarImage.jpg,01_ObjectsDiff.jpg,0.023194114,32.69244436,0.351292591,0.69006555,-0.004351144,89.33380387,45.24223602
04_Distorted.jpg,17_SimilarImage.jpg,0.023194993,32.69211534,0.360025396,0.641863227,-0.00611177,87.91201184,43.41589149
17_SimilarImage.jpg,04_Distorted.jpg,0.023194993,32.69211534,0.360025396,0.641863227,-0.00611177,87.91201184,40.85806899
04_Distorted.jpg,18_SimilarImage.jpg,0.023216173,32.68418792,0.356277393,0.636485778,-0.006346115,87.7485594,43.43161565
18_SimilarImage.jpg,04_Distorted.jpg,0.023216173,32.68418792,0.356277393,0.636485778,-0.006346115,87.7485594,41.16300269
10_Added_Text.jpg,15_SimilarImage.jpg,0.023225633,32.68064979,0.351503681,0.690600269,-0.008670747,89.33139722,43.83153929
15_SimilarImage.jpg,10_Added_Text.jpg,0.023225633,32.68064979,0.351503681,0.690600269,-0.008670747,89.33139722,45.23178026
14_AddedTextColor.jpg,15_SimilarImage.jpg,0.023231469,32.67846588,0.351377617,0.690496841,-0.007848873,89.33004265,43.82369646
15_SimilarImage.jpg,14_AddedTextColor.jpg,0.023231469,32.67846588,0.351377617,0.690496841,-0.007848873,89.33004265,45.23071441
06_ColorLevel.jpg,15_SimilarImage.jpg,0.023242727,32.67425779,0.353815771,0.688960458,-0.006928849,89.33548192,43.64503083
15_SimilarImage.jpg,06_ColorLevel.jpg,0.023242727,32.67425779,0.353815771,0.688960458,-0.006928849,89.33548192,45.20612441
00_Original.jpg,15_SimilarImage.jpg,0.023272717,32.66305927,0.35169681,0.688663881,-0.006756827,89.32785182,43.80315507
15_SimilarImage.jpg,00_Original.jpg,0.023272717,32.66305927,0.35169681,0.688663881,-0.006756827,89.32785182,45.22584493
13_1PixelDiff.jpg,15_SimilarImage.jpg,0.023273608,32.66272548,0.351298232,0.688645419,-0.006802327,89.33032821,43.80322234
15_SimilarImage.jpg,13_1PixelDiff.jpg,0.023273608,32.66272548,0.351298232,0.688645419,-0.006802327,89.33032821,45.22599186
11_WithInset.jpg,15_SimilarImage.jpg,0.023283118,32.65917543,0.352893044,0.689113354,-0.007780569,89.32531487,43.86258044
15_SimilarImage.jpg,11_WithInset.jpg,0.023283118,32.65917543,0.352893044,0.689113354,-0.007780569,89.32531487,45.19299028
15_SimilarImage.jpg,19_SimilarImage.jpg,0.023344347,32.63636354,0.357738216,0.724100007,0.02575284,89.45928425,45.14508074
19_SimilarImage.jpg,15_SimilarImage.jpg,0.023344347,32.63636354,0.357738216,0.724100007,0.02575284,89.45928425,45.73178445
19_SimilarImage.jpg,20_SimilarImage.jpg,0.023403667,32.61432174,0.355870304,0.726903827,0.018103447,89.4706159,45.7388489
20_SimilarImage.jpg,19_SimilarImage.jpg,0.023403667,32.61432174,0.355870304,0.726903827,0.018103447,89.4706159,45.15795808
